name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Colombia Sidra Natural Signature Selection,Bird Rock Coffee Roasters,Light,United States,Colombia,40.56,96,March 2022,"Richly fruit-saturated, balanced, juicy. Black cherry, Bourbon barrel, cocoa nib, wisteria, candycap mushroom in aroma and small cup. Deep, sweet-savory structure with high-toned, malic acidity; plush, syrupy mouthfeel. Resonant, long, flavor-laden finish that fulfills the promise of the cup."
Colombia Finca El Paraiso Geisha Letty,Paradise Roasters,Light,United States,Colombia,35.27,97,February 2022,"Ultra-high-toned, fruit-driven, richly floral. Wisteria, dried nectarine, pistachio brittle, calamansi lime, tarragon in aroma and cup. Deeply sweet structure with resoundingly bright, lively acidity; delicately silky, viscous mouthfeel. Long, floral-toned finish supported by bittersweet citrus."
Monarch Estate Pacamara,Monarch Coffee,Medium-Light,Hawai'i,Hawai'I,36.11,94,February 2022,"Richly sweet-savory, complex, layered. Dark chocolate, lilac, candycap mushroom, cedar, black cherry in aroma and cup. Sweetly tart structure with bright, juicy acidity; very full, creamy mouthfeel. The resonant finish consolidates to notes of cocoa-toned lilac and black cherry."
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry,Paradise Roasters,Medium-Light,United States,Hawai'I,35.27,94,February 2022,"Richly sweet, deeply layered. Lychee, tangerine zest, mesquite, star jasmine, agave syrup in aroma and cup. Sweet-tart structure with vibrantly bright acidity; very full, syrupy mouthfeel. The finish consolidates to notes of agave syrup and mesquite."
Ka’u IPA Natural,Paradise Roasters,Medium-Light,United States,Hawai'I,22.05,95,February 2022,"Complex, high-toned, resiny. Malt, amber, pomelo, baking chocolate, date in aroma and cup. Brightly bittersweet structure with juicy acidity; plush, satiny mouthfeel. Perfumed finish with leading notes of amber and pomelo."
Honduras Finca Cerro Azul Yellow Pacas,Paradise Roasters,Medium-Light,United States,Honduras,10.58,93,February 2022,"Balanced, delicately fruit-toned. Dried apricot, caramel, coriander, oak, milk chocolate in aroma and cup. Sweet-toned structure with gently brisk acidity; plush, syrupy mouthfeel. The finish centers around notes of caramel-toned apricot with chocolate undertones."
Monarch Estate Hawaiian Gesha,Monarch Coffee,Medium-Light,Hawai'i,Hawai'I,37.04,92,February 2022,"Crisply sweet-tart, cocoa-toned. Cocoa nib, pomegranate, freesia, almond butter, orange zest in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Cocoa-and nut-toned finish with undertones of orange zest."
‘Ōpio Kona,Monarch Coffee,Medium-Light,Hawai'i,Hawai'I,11.46,91,February 2022,"Chocolaty, crisply sweet. Baking chocolate, date, hazelnut, magnolia, a hint of marjoram in aroma and cup. Sweet structure with gentle, round acidity; plush, syrupy mouthfeel. Crisp, chocolaty finish."
Hawai’i Ka’u Classic Dark,Paradise Roasters,Medium,United States,Hawai'I,17.64,92,February 2022,"Roast-rounded, chocolaty, fruit-forward. Scorched cedar, Nutella, molasses, dried plum, magnolia in aroma and cup. Sweet structure with very gentle acidity; plush, creamy mouthfeel. The finish consolidates around Nutella and magnolia with a hint of smoke. "
Ethiopia Gediyo Kochere Shifo Washed G1,Ba Yang Coffee,Medium-Light,Taiwan,Ethiopia,2.26,92,March 2022,"Spice-toned, floral. Lavender, almond, apricot, fresh-cut fir, brown sugar in aroma and cup. Crisply sweet structure with brisk acidity; velvety mouthfeel. Wood-framed finish with undertones of lavender and almond."
Colombia Finca La Primavera Sidra,Paradise Roasters,Light,United States,Colombia,14.11,96,March 2022,"Delicately aromatic, complex, citrusy. Bergamot, candied violet, cocoa nib, honeysuckle, pineapple taffy in aroma and cup. Richly bittersweet structure with bright acidity; plush, syrupy mouthfeel. Resonant, long, flavor-laden finish that carries through on the promise of the cup."
Ethiopia Natural Guji Dasaya SP,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.96,95,March 2022,"Deeply aromatic, richly nuanced. Dried mulberry, dark chocolate, hazelnut brittle, wisteria, Meyer lemon zest in aroma and cup. Sweet-tart structure with bright, juicy acidity; syrupy-smooth mouthfeel. Cocoa- and floral-toned finish with undertones of hazelnut and Meyer lemon zest."
Ethiopia Anaerobic Shantawene,SkyTop Coffee,Medium-Light,United States,Ethiopia,5.88,94,March 2022,"Vibrantly sweet, gently fermenty. Lime zest, tea rose, cocoa nib, sandalwood, a hint of aged Tequila in aroma and cup. Brightly sweet with high-toned acidity; plush, syrupy mouthfeel. In the finish crisp cocoa nib balances the fruit. "
Ethiopia Bensa Asefa Qonqana,Jaunt Coffee Roasters,Light,United States,Ethiopia,7.64,94,March 2022,"Juicy, bright, delicate, balanced. Apricot, dark chocolate, lilac, maple syrup, almond butter in aroma and cup. Crisply sweet-tart with crisp, citrusy acidity; vibrantly silky mouthfeel. Chocolaty, fruit-toned finish with hints of lilac."
Ethiopia Durato Bombe,Magnolia Coffee,Medium-Light,United States,Ethiopia,5.58,94,March 2022,"Richly fruit-forward, deeply chocolaty. Dried mango, chocolate fudge, wisteria, cedar, pistachio in aroma and cup in aroma and cup. Sweetly tart structure with winy acidity; plush, syrupy mouthfeel. The rich-toned finish consolidates to notes of dried mango, chocolate fudge and cedar."
Ethiopia Washed Shantawene,SkyTop Coffee,Medium-Light,United States,Ethiopia,5.88,94,March 2022,"Complex, richly sweet-tart. Nectarine, Meyer lemon zest, cocoa nib, nougat, lilac in aroma and cup. Sweet-tart structure with juicy, balanced acidity; delicate, satiny-smooth mouthfeel. The finish consolidates to notes of cocoa nib and Meyer lemon."
Kenya Washed Kabingara AA,Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.1,94,March 2022,"Nuanced, multi-layered, complex. Red currant, honeysuckle, pomegranate, cocoa nib, cedar in aroma and cup. Sweet-tart structure with bright, vibrant acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish consolidates to notes of red currant and cocoa nib, with undertones of cedar."
Honduras Anaerobic Natural,Min Enjoy Cafe,Light,Taiwan,Honduras,8.21,93,March 2022,"Pungent, sweetly tart, fruity. Sweet-Tarts candy, hazelnut brittle, agave syrup, dried fennel, lily in aroma and cup. Tart-leaning structure with gentle acidity; very full, creamy mouthfeel. Finish consolidates to notes of fennel and hazelnut."
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,Vennel Coffee,Medium-Light,Taiwan,Kenya,10.57,95,March 2022,"Savory-sweet, deep-toned, juicy. Concord grape, mustard flower, dark chocolate, tangerine zest, cedar in aroma and cup. Savory-leaning structure with cola-like, phosphoric acidity; viscous, satiny mouthfeel. Flavor-saturated finish, long, chocolate-laden, fruity and spice-toned."
Kona Bourbon Champagne Natural Uluwehi Farm,Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,95,April 2022,"Fresh, integrated, deep-toned. Caramelized mango, ginger blossom, cashew butter, lemon-thyme, palo santo in aroma and cup. Sweet structure with gently bright acidity; full, syrupy mouthfeel. The resonant, satisfying finish leads with notes of mango and ginger blossom with undertones of palo santo."
Panama Hacienda La Esmeralda Geisha Washed,GK Coffee,Medium,Taiwan,Panama,25.6,95,April 2022,"Richly chocolaty, floral-toned. Chocolate fudge, dried black cherry, roasted almond butter, narcissus, marjoram in aroma and cup. Deeply sweet structure with gentle but harmonious acidity; creamy, viscous mouthfeel. Chocolaty and richly floral finish, long and lingering."
Pointu Laurina,Hula Daddy Kona Coffee,Medium,Hawai'i,Hawai'I,29.08,95,April 2022,"Deeply fruit-toned, balanced and deep. Dark chocolate, goji berry, gardenia, hazelnut butter, fresh-cut cedar in aroma and cup. Richly sweet structure with gentle, balanced acidity; crisp, syrupy mouthfeel Resonantly chocolaty finish with undertones of goji berry and hazelnut."
Ecuador Finca Cruz Loma,Simon Hsieh Aroma Roast Coffees,Medium-Dark,Taiwan,Ecuador,115.2,95,April 2022,"Decadently rich, resonantly chocolaty, floral-toned. Chocolate fudge, salted caramel, gardenia, date, scorched almond in aroma and cup. Vibrantly bittersweet structure with round acidity; lush, creamy mouthfeel. Chocolaty and nut-toned finish with a hint of smokiness."
Aged Sumatra Semiga,Paradise Roasters,Medium-Dark,United States,Indonesia,8.82,94,April 2022,"Deeply sweet-savory. Pipe tobacco, scorched clove, dark chocolate, ripe banana, a hint of freesia-like flowers in aroma and cup. Balanced, bittersweet structure with soft acidity; very full, syrupy-smooth mouthfeel. Savory-leaning finish with notes of pipe tobacco and scorched clove, lifted by a crisp dark chocolate."
Ka’u Classic Dark,Rusty's Hawaiian,Medium,Hawai'i,Hawai'I,10.05,94,April 2022,"Crisply chocolaty, floral-toned. Nectarine, brown sugar, wisteria, baking chocolate, fresh-cut oak in aroma and cup. Complex, bittersweet structure with quiet acidity; very full, syrupy-smooth mouthfeel. Baking chocolate and oak notes characterize the long finish, with pretty hints of wisteria underneath."
Odin’s Viking Brew,Chaos Coffee Company,Medium-Dark,United States,Indonesia,4.26,93,April 2022," Rich-toned, deeply sweet. Dark chocolate, date, singed cedar, Bing cherry, saltwater taffy. Deepy sweet structure with gentle acidity; viscous, smooth mouthfeel. The finish consolidates to dark chocolate and saltwater taffy."
Jlove99,Green Stone Coffee,Medium-Dark,Taiwan,Kenya,6.98,93,April 2022,"Balanced, deep, chocolaty. Lavender, red currant, gently scorched cedar, baking chocolate, Meyer lemon zest in aroma and cup. Roundly sweet-tart structure with bright, balanced acidity; crisp, velvety mouthfeel. Almond notes surface in the sweetly roast-toned finish."
Kenya Auction Lot,Peet's Coffee,Medium-Dark,United States,Kenya,3.96,92,April 2022,"Crisply sweet-savory. Dark chocolate, charred mesquite, gardenia, dried persimmon, dark caramel in aroma and cup. Bittersweet structure with barely perceptible acidity; gently drying, chocolaty and wood-framed finish."
Sumatra Dark,Starbucks Coffee,Dark,United States,Indonesia,3.82,90,April 2022,"Earthy, bittersweet. Fresh-cut oak, cocoa powder, fresh leather, sweet pea, lily in aroma and cup. Bittersweet structure with barely perceptible acidity; very full, creamy mouthfeel. Wood-framed finish with hints of dark chocolate and fresh leather."
Taiwan Washed Alishan Ching-Ye Farm SL34,Kakalove Cafe,Medium-Light,Taiwan,Taiwan,11.33,94,April 2022,"Richly sweet-tart, delicately fruit-toned. Wild strawberry, honey, freesia, cedar, marjoram in aroma and cup. Sweetly tart structure with juicy, gently bright acidity; full, satiny-smooth mouthfeel. The resonant finish leads with notes of honey-toned strawberry and marjoram."
Ethiopia Guji Odo Shakiso,Merge Coffee Company,Medium-Light,United States,Ethiopia,5.29,94,April 2022,"Gently sweet-tart, complexly layered. Dried blackberry, honeysuckle, hazelnut butter, cocoa nib, a hint of wine barrel in aroma and cup. Sweetly tart structure with winey acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of hazelnut butter and cocoa nib with undertones of blackberry."
Ethiopia Sidamo Karamo,Jaunt Coffee Roasters,Light,United States,Ethiopia,7.64,95,April 2022,"Delicate, vibrantly floral, citrusy. Bergamot, wisteria, almond brittle, thyme, cane sugar in aroma and cup. Bright, balanced structure with elegantly juicy acidity; buoyant, silky mouthfeel. Flavor-saturated, very long finish. "
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,April 2022,"Complex, multi-layered, deeply sweet. Dark chocolate, date, butterscotch, ginger blossom, marjoram in aroma and cup. Sweetly tart structure with high-toned acidity; syrupy mouthfeel. The resonant finish centers around notes of date and dark chocolate."
Colombia Ibague Tolima,Jaunt Coffee Roasters,Light,United States,Colombia,7.64,94,April 2022,"Delicately fruity, sweetly herbaceous. Lemon-thyme, dried apricot, hazelnut butter, fresh-cut oak, cocoa nib in aroma and cup. Gently tart with wine-toned acidity; full, syrupy mouthfeel. The finish consolidates to notes of cocoa-toned lemon-thyme."
Glory Days,Nostalgia Coffee Roasters,Medium,United States,Mexico,5.29,92,April 2022,"Deep, rich, chocolaty. Chocolate fudge, roasted almond, Fig Newton, cedar, gardenia in aroma and cup. Sweet-toned with gentle, round acidity; plush, creamy mouthfeel. Nutty, chocolaty finish."
Costa Rica Anaerobic Cordillera de Fuego,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,5.86,93,April 2022,"Deeply sweet-savory, spice-toned. Watermelon, sassafras, clove (and"
Guatemala Antigua Pastores,RamsHead Coffee Roasters,Medium-Light,United States,Guatemala,4.98,92,April 2022,"Sweetly nut-toned. Hazelnut butter, red apple, lemon verbena, cedar, agave syrup in aroma and cup. Sweet structure with gently brisk acidity; very full, satiny mouthfeel. The nut-toned finish is supported by suggestions of lemon verbena and cedar."
Kenya Karatu,Roadmap Coffeeworks,Medium-Light,Kenya,Kenya,6.91,94,April 2022,"Richly aromatic, deep-toned, vibrant. Red currant, toffee, hazelnut, freesia, fresh-cut oak in aroma and cup. Juicy-sweet structure with bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of toffee and hazelnut with a hint of freesia."
Kibingo Burundi,JBC Coffee Roasters,Medium-Light,United States,Burundi,6.47,92,April 2022,"Sweet-savory, richly aromatic. Dried apricot, young goat cheese, dark chocolate, lemon-thyme, sandalwood in aroma and cup. Savory-leaning structure with sweet-tart acidity; syrupy-smooth mouthfeel. Fruit-toned, chocolaty, tangy finish."
Ecuador Taza Dorada Finca Cruz Loma,Paradise Roasters,Medium-Light,United States,Ecuador,123.46,96,April 2022,"Richly floral-toned, elegant, complex. Star jasmine, tangerine zest, violet candy, cocoa nib, apricot in aroma and cup. Very bright, juicy, delicately sweet-tart structure with high-toned acidity; lush, silky mouthfeel. The long, resonant, lingering finish carries over all the notes from the cup."
Minanga Village Sulawesi,JBC Coffee Roasters,Medium-Light,United States,Indonesia,7.05,94,May 2022,"Sweetly herbaceous, deeply aromatic, rich-toned. Dark chocolate, tangerine, fresh-cut thyme, dried plum, magnolia in aroma and cup. Sweet-savory structure with balanced, gently vibrant acidity; very smooth, syrupy mouthfeel. Especially long, flavor-saturated finish that carries over all the aroma and flavor notes from the cup."
Kenya Peaberry Top Hill Farm Espresso,GK Coffee,Medium,Taiwan,Kenya,8.8,95,May 2022,"Evaluated as espresso. Deep-toned, chocolaty and rich. Chocolate fudge, black cherry, gardenia, hop flowers, gently scorched cedar in aroma and small cup. Creamy, viscous mouthfeel; chocolaty, aromatic finish with rich cedar notes. Decadently dessert-like in cappuccino-scaled milk with notes of chocolate fudge, black cherry and gardenia, all enveloped in an appealing, very subtle smokiness."
Birambo Village DR Congo,JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.58,93,May 2022,"Crisp, balanced, very sweet. Aromatic orchid, apricot, almond, cocoa nib, lemon verbena in aroma and cup. Sweet-toned structure with brisk acidity; very syrupy mouthfeel. Nut- and cocoa-toned finish with undertones of apricot and lemon verbena."
Kenya Kamgogo Small Lot Reserve,Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,5.88,93,May 2022,"Richly sweet-savory, subtly complex. Bing cherry, cocoa nib, Meyer lemon zest, fresh-cut fir, Nutella in aroma and cup. Balanced, sweetly savory structure with juicy-bright acidity; crisp, velvety mouthfeel. The finish consolidates to notes of crisp citrus and sweet Nutella notes."
