Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number)
Seychelles,SYC,1990,,8,89,2,0,10,5,0,0,5,8,2,49,17,0,0,6,0,3,6,0,10,0,3,,204,17,26,18,32,2,12,4
Seychelles,SYC,1991,,9,90,2,0,10,5,1,0,5,9,2,49,16,0,0,6,0,3,6,0,10,0,2,,204,18,27,18,33,1,12,4
Seychelles,SYC,1992,,9,93,2,0,10,5,1,0,5,9,1,48,15,0,0,6,0,3,6,0,10,0,2,,205,19,27,19,34,1,13,4
Seychelles,SYC,1993,,12,95,2,0,10,5,1,0,6,10,1,48,14,0,0,6,0,3,7,0,11,0,2,,205,20,27,20,36,1,13,4
Seychelles,SYC,1994,,9,99,2,0,11,5,2,0,6,11,1,48,13,1,0,6,0,3,7,0,11,1,2,,206,22,28,22,38,1,13,4
Seychelles,SYC,1995,,3,101,2,0,11,5,2,0,6,12,1,46,12,1,0,6,0,3,8,0,12,1,2,,205,24,28,23,39,1,13,4
Seychelles,SYC,1996,,3,104,2,0,11,5,3,1,6,12,1,46,11,1,0,6,0,2,8,0,12,1,2,,205,26,28,24,40,1,13,4
Seychelles,SYC,1997,,3,106,2,0,11,5,3,1,6,12,1,44,11,1,5,6,0,2,8,0,13,1,2,,202,27,28,24,41,1,13,4
Seychelles,SYC,1998,,3,108,2,0,10,5,4,1,6,13,1,43,10,1,0,6,0,2,8,0,13,1,2,,201,28,28,25,41,1,13,4
Seychelles,SYC,1999,,3,109,2,0,10,6,4,1,6,13,1,42,10,1,0,5,0,2,8,0,13,1,2,,199,29,27,25,42,1,13,4
Seychelles,SYC,2000,,3,109,2,0,10,6,5,1,5,13,1,41,10,1,0,5,0,2,8,0,13,1,2,,196,29,27,26,42,1,14,4
Seychelles,SYC,2001,,3,111,2,0,10,6,5,1,5,13,1,42,11,1,0,5,0,2,8,0,13,1,2,,198,29,27,26,42,1,14,4
Seychelles,SYC,2002,,3,117,2,0,11,6,5,1,5,13,1,44,11,1,0,5,0,2,8,0,14,1,2,,204,31,28,27,43,1,14,4
Seychelles,SYC,2003,,3,122,2,0,11,6,5,1,5,14,1,47,11,1,0,5,0,2,8,0,15,1,2,,210,32,29,27,44,1,14,5
Seychelles,SYC,2004,,3,125,2,0,11,6,5,1,5,14,1,48,11,1,3,5,0,2,8,0,16,1,2,,208,33,29,27,44,1,15,5
Seychelles,SYC,2005,,3,129,2,0,11,5,5,1,5,14,1,51,10,1,0,5,0,2,7,0,17,1,2,,213,34,30,27,44,1,15,5
Seychelles,SYC,2006,,3,132,2,0,11,5,5,1,5,14,1,53,10,1,0,5,0,2,7,0,18,1,2,,213,34,29,27,44,0,15,5
Seychelles,SYC,2007,,3,134,2,0,11,5,5,1,5,14,1,55,10,1,0,6,0,2,7,0,18,1,2,,213,34,29,27,44,0,15,5
Seychelles,SYC,2008,,3,137,2,0,10,5,5,1,4,13,1,58,10,1,0,5,0,2,7,0,19,1,2,,216,35,29,27,44,0,16,5
Seychelles,SYC,2009,,3,139,2,0,10,5,5,1,4,13,1,61,10,1,0,5,0,2,7,0,19,0,2,,218,35,29,27,44,0,16,5
Seychelles,SYC,2010,,3,139,2,0,11,5,5,1,4,14,1,62,10,1,0,5,0,2,7,0,19,1,2,,212,35,28,27,44,0,16,5
Seychelles,SYC,2011,,3,139,2,0,11,5,5,1,4,15,1,63,10,1,0,5,0,2,8,0,19,1,2,,208,35,27,28,44,0,16,5
Seychelles,SYC,2012,,3,145,2,0,11,5,5,1,4,14,1,67,10,1,0,5,0,2,7,0,20,0,2,,213,37,28,28,45,0,16,5
Seychelles,SYC,2013,,3,149,2,0,11,5,5,1,4,15,1,70,10,1,0,5,0,2,8,0,21,0,2,,213,38,28,29,45,0,17,5
Seychelles,SYC,2014,,3,152,2,0,11,5,6,1,4,15,1,71,9,1,0,5,0,2,8,0,22,1,2,,214,38,28,30,46,0,17,5
Seychelles,SYC,2015,,3,158,2,0,12,5,6,1,4,16,1,74,9,1,0,5,0,2,8,0,23,1,2,,219,39,28,30,47,0,17,6
Seychelles,SYC,2016,,3,164,2,0,12,5,6,1,4,16,1,75,9,1,0,5,0,2,8,0,24,1,2,,226,41,29,31,48,0,17,6
Seychelles,SYC,2017,,3,170,2,0,12,5,5,1,4,16,1,77,8,1,0,5,0,2,9,0,25,1,2,,231,42,29,32,49,0,18,6
Seychelles,SYC,2018,,2,175,2,0,12,5,5,1,4,16,1,77,8,1,0,5,0,2,9,0,26,1,2,,236,43,30,33,50,0,18,6
Seychelles,SYC,2019,,2,181,2,0,12,5,4,1,4,16,1,77,8,1,0,5,0,2,9,0,26,1,2,,242,44,31,33,51,0,18,6
Sierra Leone,SLE,1990,,2261,1873,171,9738,329,56,130,4,2756,878,688,8971,7383,27,0,7831,29,2297,202,0,460,124,2253,,5542,643,1186,1037,1672,203,260,75
Sierra Leone,SLE,1991,,2223,1856,170,9800,326,62,189,4,2698,855,664,8860,7089,26,0,7349,29,2302,198,1344,464,124,2258,128,5468,635,1153,1021,1647,201,261,75
Sierra Leone,SLE,1992,,2194,1857,170,9553,319,54,265,4,2686,847,664,8732,7087,26,0,7134,30,2272,199,551,473,125,2230,21,5460,635,1132,1020,1647,201,264,75
Sierra Leone,SLE,1993,,2177,1854,169,9652,309,55,363,4,2664,839,665,8677,7193,26,0,6951,31,2245,200,640,481,125,2203,,5431,631,1103,1017,1644,201,268,76
Sierra Leone,SLE,1994,,2151,1849,167,9986,298,77,483,4,2638,825,675,8624,7183,25,0,7326,31,2212,200,2300,491,125,2171,228,5424,629,1073,1010,1638,199,276,77
Sierra Leone,SLE,1995,,2246,1869,167,10165,291,93,621,4,2654,830,699,8597,7212,25,0,7030,32,2191,205,3194,510,126,2150,40,5487,633,1058,1020,1656,202,287,79
Sierra Leone,SLE,1996,,2143,1884,168,10635,286,57,786,4,2655,832,721,8543,7174,25,12,6540,33,2185,210,999,528,128,2143,60,5536,634,1040,1026,1668,203,292,80
Sierra Leone,SLE,1997,,2143,1907,170,11247,284,52,986,4,2691,841,758,8518,7006,25,0,6455,33,2189,218,1249,553,130,2147,16,5633,640,1032,1034,1683,205,296,82
Sierra Leone,SLE,1998,,2154,1923,172,11154,283,54,1208,4,2726,855,798,8551,7076,26,0,6592,34,2203,226,5162,570,132,2160,258,5685,639,1020,1042,1701,208,299,82
Sierra Leone,SLE,1999,,2198,1943,174,11820,280,57,1452,4,2790,876,865,8680,7372,26,13,6580,36,2230,235,4553,589,134,2187,28,5790,641,1015,1042,1712,214,308,83
Sierra Leone,SLE,2000,,2287,1994,180,12396,283,62,1712,4,2871,912,930,8945,7737,26,0,6710,37,2292,247,1162,610,140,2248,60,5947,654,1031,1053,1734,241,318,85
Sierra Leone,SLE,2001,,2385,2064,186,13779,287,67,1980,4,2918,959,1011,9107,8027,27,0,6330,39,2315,263,91,632,146,2270,,6101,670,1054,1070,1756,286,319,87
Sierra Leone,SLE,2002,,2462,2157,193,14900,294,70,2247,4,2925,1012,1072,9257,8159,28,0,5994,40,2331,279,3,663,153,2284,,6325,694,1089,1090,1782,327,327,91
Sierra Leone,SLE,2003,,2540,2254,200,15604,302,74,2503,5,2905,1066,1140,9313,8191,29,0,5646,41,2326,296,5,691,159,2278,,6489,715,1118,1116,1813,365,329,94
Sierra Leone,SLE,2004,,2690,2359,213,16199,326,78,2741,5,2910,1139,1204,9596,8173,30,10,5529,42,2402,312,1,721,171,2352,,6685,740,1153,1145,1854,407,339,96
Sierra Leone,SLE,2005,,2760,2465,221,15946,337,81,2922,5,2936,1191,1258,9688,8131,32,20,5222,44,2382,328,0,752,177,2331,,6884,760,1189,1173,1888,439,345,99
Sierra Leone,SLE,2006,,2785,2536,225,15944,342,84,3048,5,2972,1219,1283,9691,8049,33,0,5063,45,2312,337,0,774,180,2262,,7033,777,1213,1130,1895,413,351,101
Sierra Leone,SLE,2007,,2593,2612,227,16173,343,91,3150,6,3009,1250,1343,9565,7933,34,0,4805,46,2185,349,4,796,182,2137,,7163,795,1232,1093,1909,325,352,103
Sierra Leone,SLE,2008,,2490,2641,221,17132,329,91,3198,6,2963,1233,1354,9227,7778,34,0,4607,46,1978,348,6,806,177,1933,,7209,800,1232,1038,1881,243,357,105
Sierra Leone,SLE,2009,,2436,2714,220,16686,323,95,3163,6,2967,1246,1399,9003,7663,35,103,4284,46,1832,358,0,826,175,1788,,7327,818,1246,1019,1899,197,364,107
Sierra Leone,SLE,2010,,2470,2834,227,15752,333,102,3099,6,2997,1294,1451,9017,7589,36,16,4264,48,1782,374,0,856,180,1738,,7521,845,1279,1024,1951,181,369,109
Sierra Leone,SLE,2011,,1898,2919,228,15309,328,105,3047,7,2951,1295,1442,8785,7535,37,21,4179,48,1716,379,0,879,181,1673,,7662,860,1297,1010,1975,173,378,112
Sierra Leone,SLE,2012,,1825,3030,230,14612,330,111,3089,7,2905,1334,1435,8568,7390,39,0,4394,49,1629,395,0,905,182,1586,,7818,883,1320,1021,2025,167,388,115
Sierra Leone,SLE,2013,,1776,3133,232,13963,330,117,3250,7,2814,1381,1421,8363,7218,40,0,4075,49,1554,406,3,927,182,1511,,7907,900,1332,1034,2062,160,401,118
Sierra Leone,SLE,2014,,1764,3225,233,13159,328,124,3299,8,2742,1407,1416,8176,7056,42,0,3959,50,1483,418,0,944,182,1442,,7969,916,1337,1056,2104,156,408,118
Sierra Leone,SLE,2015,,1716,3324,230,13346,318,126,3210,8,2686,1384,1385,7947,6959,43,10,3917,49,1393,426,0,976,178,1353,,8221,940,1367,1070,2135,150,424,124
Sierra Leone,SLE,2016,,1688,3417,230,13382,315,132,3108,9,2630,1408,1386,7741,6887,44,0,3889,49,1327,440,3,998,177,1288,1,8342,958,1383,1097,2178,149,433,125
Sierra Leone,SLE,2017,,1674,3552,233,12755,316,138,2968,9,2590,1444,1386,7655,6827,46,1352,3939,50,1284,457,0,1031,178,1246,0,8583,986,1419,1140,2248,149,449,128
Sierra Leone,SLE,2018,,1659,3697,235,11987,313,146,2841,10,2555,1478,1389,7584,6798,48,0,3837,50,1235,477,0,1069,179,1197,,8845,1017,1456,1172,2297,147,469,133
Sierra Leone,SLE,2019,,1630,3801,234,11717,307,148,2798,10,2509,1493,1390,7460,6765,49,7,3744,50,1180,491,0,1095,178,1143,,9009,1036,1479,1192,2324,144,485,136
Singapore,SGP,2007,2,9,4669,11,0,23,33,51,10,75,213,4,2051,39,9,0,17,2,1,453,0,392,4,1,,5361,369,588,184,416,1,657,127
Singapore,SGP,2008,1,9,4897,11,0,23,36,44,10,71,223,3,2136,41,10,0,18,2,1,472,0,351,4,1,,5476,402,588,192,430,1,698,134
Singapore,SGP,2009,1,8,5040,11,0,23,30,47,10,68,219,2,2214,41,10,0,19,2,1,471,0,293,4,1,,5465,431,581,194,435,1,737,140
Singapore,SGP,2014,2,5,5929,12,0,19,22,52,14,56,192,2,2814,36,12,0,29,2,1,464,0,155,3,1,,5855,631,610,225,505,1,1063,185
Singapore,SGP,2015,4,5,6073,12,0,19,22,36,15,53,186,2,2929,35,12,0,31,2,1,460,0,148,3,1,,5963,663,621,230,517,1,1141,193
Singapore,SGP,2016,4,5,6232,12,0,19,25,32,15,52,180,2,3045,35,12,0,33,2,1,459,0,147,3,1,,6089,692,637,235,532,1,1217,204
Singapore,SGP,1990,,22,3393,11,0,35,63,8,4,138,275,4,1292,128,6,0,35,2,4,455,0,373,6,2,,5081,310,958,206,400,1,283,66
Singapore,SGP,1991,,20,3458,11,0,32,70,10,4,129,277,3,1313,108,6,0,31,2,3,456,4,345,6,2,4,5063,297,950,201,399,1,294,68
Singapore,SGP,1992,,20,3511,11,0,31,67,15,4,125,278,3,1346,100,6,0,29,2,2,460,0,321,5,1,0,5099,283,928,197,395,1,308,69
Singapore,SGP,1993,,20,3591,11,0,29,71,24,4,123,277,4,1410,93,6,0,29,2,1,454,0,316,5,1,,5169,273,904,195,396,1,326,72
Singapore,SGP,1994,,20,3739,11,0,28,65,27,5,119,278,4,1497,87,6,0,28,2,1,464,1,323,5,0,1,5320,273,898,201,409,1,344,77
Singapore,SGP,1995,,20,3847,11,0,28,65,37,5,121,275,3,1578,82,6,0,26,2,1,475,0,322,5,0,,5455,273,880,203,417,1,365,81
Singapore,SGP,1996,,19,3992,12,0,31,61,58,5,118,278,3,1582,82,7,0,24,2,1,479,0,327,5,0,,5536,269,853,201,419,1,385,85
Singapore,SGP,1997,,19,4068,11,0,30,73,52,6,112,278,3,1568,75,7,0,22,2,1,489,0,330,6,0,,5519,263,818,196,412,1,407,88
Singapore,SGP,1998,,19,4147,12,0,28,66,58,6,111,266,5,1596,67,7,0,22,2,1,493,0,342,5,0,,5541,264,781,194,414,1,431,91
Singapore,SGP,1999,,18,4135,11,0,25,70,59,5,107,246,5,1567,62,7,0,20,2,1,472,0,360,5,0,,5469,258,724,187,402,1,455,93
Singapore,SGP,2000,,17,4142,11,0,25,66,60,5,101,240,7,1585,54,7,0,18,2,1,476,0,378,5,0,,5370,257,689,180,387,1,478,95
Singapore,SGP,2001,,15,4202,11,0,24,55,75,5,94,233,4,1600,45,7,0,17,2,1,475,0,409,5,0,,5320,267,663,177,383,1,500,98
Singapore,SGP,2002,,13,4257,11,0,22,51,68,5,88,226,4,1726,43,8,0,16,2,1,474,0,416,4,0,,5313,275,646,177,391,1,519,103
Singapore,SGP,2003,,11,4259,10,0,22,50,52,6,84,214,4,1830,37,8,0,16,2,1,454,0,417,4,0,,5324,286,629,174,393,1,540,108
Singapore,SGP,2004,,11,4351,10,0,21,39,40,7,81,207,3,1908,36,8,0,16,2,1,450,0,435,4,0,,5344,306,619,174,399,1,561,114
Singapore,SGP,2005,,10,4329,10,0,21,34,38,8,75,199,4,1917,37,8,0,16,2,1,436,0,417,4,0,,5178,309,602,172,394,1,586,114
Singapore,SGP,2006,,9,4468,11,0,22,31,37,9,76,203,4,1967,39,8,0,17,2,1,444,0,409,4,0,,5236,336,592,176,403,1,621,120
Singapore,SGP,2010,,7,5220,11,0,22,33,38,11,65,210,2,2319,40,10,0,21,2,1,465,0,250,3,1,,5523,468,587,201,450,1,781,148
Singapore,SGP,2011,,7,5401,11,0,21,29,22,12,62,206,3,2412,43,10,0,23,2,1,464,0,224,3,1,,5536,507,585,208,461,1,833,155
Singapore,SGP,2012,,6,5651,12,0,21,22,43,13,60,205,2,2550,42,11,0,24,2,1,476,0,185,3,1,,5674,565,596,214,477,1,902,165
Singapore,SGP,2013,,5,5792,12,0,20,22,49,13,57,198,1,2687,38,11,0,27,2,1,470,0,166,3,1,,5747,602,599,219,490,1,980,174
Singapore,SGP,2017,,4,6378,12,0,17,26,37,15,51,172,1,3166,33,12,0,34,2,2,445,0,149,3,1,,6225,717,657,237,544,1,1293,213
Singapore,SGP,2018,,5,6697,12,0,17,24,36,15,55,170,2,3331,31,13,0,35,2,2,452,0,166,3,1,,6534,734,709,245,569,1,1383,226
Singapore,SGP,2019,,5,7001,13,0,17,25,36,16,58,168,2,3471,30,13,0,36,2,2,464,0,179,3,1,,6810,758,750,253,592,1,1477,237
Slovakia,SVK,1990,,40,10543,77,0,213,178,1,42,124,1039,11,2785,512,214,0,18,113,8,953,0,843,55,5,,28927,688,1052,1634,2675,3,1088,269
Slovakia,SVK,1991,,39,10578,75,0,209,174,1,42,116,1021,11,2768,524,212,0,17,108,8,933,0,833,54,5,,28461,681,1022,1607,2625,3,1109,265
Slovakia,SVK,1992,,37,10612,73,0,203,172,2,41,109,989,9,2696,477,209,0,17,104,8,913,0,813,53,5,,27839,668,997,1579,2572,3,1126,259
Slovakia,SVK,1993,,34,10595,69,0,185,167,3,43,99,931,9,2596,405,193,0,16,99,8,865,0,776,49,5,,27406,651,956,1512,2473,3,1151,254
Slovakia,SVK,1994,,33,10556,67,0,180,167,3,45,89,893,7,2472,364,170,0,15,94,8,826,0,734,44,5,0,26936,626,908,1445,2374,3,1182,250
Slovakia,SVK,1995,,33,10868,67,0,177,166,4,48,84,898,7,2431,335,158,1,15,96,8,826,3,737,42,5,3,27597,637,917,1443,2373,3,1218,257
Slovakia,SVK,1996,,32,10797,65,0,169,164,4,48,76,872,6,2254,306,143,1,14,97,7,795,1,709,38,5,1,26977,621,899,1410,2326,3,1232,255
Slovakia,SVK,1997,,35,11254,67,0,176,173,5,53,74,923,6,2183,267,144,0,15,102,7,833,2,748,38,4,2,28018,651,934,1476,2426,3,1256,267
Slovakia,SVK,1998,,36,11432,69,0,180,177,5,51,72,940,6,2023,255,139,55,15,107,6,859,1,769,37,4,1,28071,664,973,1537,2517,3,1266,270
Slovakia,SVK,1999,,36,11411,67,0,176,178,6,47,69,904,6,1896,235,134,4,15,111,6,851,0,789,35,4,0,28041,673,995,1568,2577,3,1293,276
Slovakia,SVK,2000,,30,11246,73,0,173,178,6,44,66,862,5,1797,217,130,2,15,115,5,843,0,768,34,3,0,27640,665,1000,1582,2613,3,1319,279
Slovakia,SVK,2001,,29,11183,66,0,172,177,6,41,66,832,5,1769,174,132,6,15,121,5,851,0,776,33,3,,27951,677,1013,1630,2699,3,1340,289
Slovakia,SVK,2002,,29,11017,69,0,175,180,5,37,65,815,5,1757,180,138,1,15,129,5,875,0,765,33,3,,27783,678,1024,1680,2781,3,1352,295
Slovakia,SVK,2003,,30,10883,71,0,172,179,6,33,64,792,5,1787,192,145,1,15,136,4,890,0,770,33,3,,28090,686,1046,1726,2863,3,1374,306
Slovakia,SVK,2004,,29,10748,72,0,167,178,6,28,60,737,4,1790,187,147,5,16,137,5,867,0,753,33,3,,28019,679,1045,1729,2886,3,1408,312
Slovakia,SVK,2005,,30,11093,76,0,173,180,5,25,59,718,4,1861,181,160,3,16,146,5,897,0,755,34,3,,28753,685,1083,1798,2995,3,1448,324
Slovakia,SVK,2006,,29,11178,79,0,171,185,3,20,55,669,4,1871,168,169,1,16,143,5,894,0,744,34,3,,28621,681,1081,1821,3034,2,1469,329
Slovakia,SVK,2007,,30,11671,92,0,177,184,3,20,53,654,4,1919,162,183,0,16,148,5,910,0,754,35,4,,28890,695,1104,1873,3116,2,1494,337
Slovakia,SVK,2008,,30,12011,77,0,173,169,3,22,49,634,4,1889,164,193,1,16,150,6,895,0,732,33,4,,27882,680,1090,1856,3089,2,1504,331
Slovakia,SVK,2009,,25,12439,73,0,166,157,4,22,45,582,4,1865,171,201,10,17,151,7,855,0,737,32,5,,27558,687,1093,1827,3061,2,1538,335
Slovakia,SVK,2010,,24,12504,69,0,160,146,4,20,41,534,4,1830,163,208,6,17,208,7,816,0,724,30,5,,26597,686,1093,1771,2991,2,1571,333
Slovakia,SVK,2011,,23,12847,68,0,152,142,5,21,38,512,4,1840,147,222,0,17,205,8,807,0,745,29,6,,26414,699,1112,1761,3004,2,1613,339
Slovakia,SVK,2012,,23,13036,66,0,146,135,6,21,35,481,3,1821,146,235,0,18,145,10,784,0,756,28,7,,25730,707,1123,1730,2985,2,1652,341
Slovakia,SVK,2013,,22,13176,63,0,140,129,6,21,33,447,3,1799,142,240,2,18,133,11,752,0,760,26,8,,25272,709,1119,1690,2945,2,1689,340
Slovakia,SVK,2014,,23,13272,63,0,141,127,5,21,33,439,3,1784,148,247,3,18,128,11,748,0,765,26,9,,24965,708,1119,1680,2937,2,1731,340
Slovakia,SVK,2015,,23,13633,64,0,141,127,4,21,33,452,3,1845,145,248,0,18,126,11,764,0,799,27,9,,25933,733,1154,1724,3012,2,1790,351
Slovakia,SVK,2016,,22,13378,61,0,132,122,4,19,31,425,3,1800,143,231,0,18,118,10,713,0,784,25,8,0,25498,722,1123,1672,2939,2,1830,344
Slovakia,SVK,2017,,21,13571,61,0,128,120,4,19,31,422,3,1822,134,226,0,18,115,10,707,0,800,25,8,,25984,734,1136,1683,2959,2,1877,350
Slovakia,SVK,2018,,21,13703,61,0,128,119,4,19,31,425,3,1830,125,221,0,18,112,10,704,0,815,25,8,,26319,745,1137,1684,2968,2,1918,356
Slovakia,SVK,2019,,20,13901,62,0,127,118,4,18,31,427,3,1850,114,218,0,18,110,10,695,0,831,25,8,,26796,758,1147,1694,2989,2,1959,363
Slovenia,SVN,1990,,13,4139,18,0,41,45,4,5,52,480,2,523,91,100,1,4,38,6,650,0,273,13,1,,8487,152,673,782,1215,1,479,115
Slovenia,SVN,1991,,13,4161,17,0,39,45,3,5,51,465,1,506,84,100,0,4,35,6,645,26,325,13,1,,8386,143,685,776,1209,1,498,115
Slovenia,SVN,1992,,13,4201,17,0,39,44,3,5,49,455,1,508,76,103,0,4,33,5,635,1,384,13,1,,8220,136,693,761,1194,1,514,115
Slovenia,SVN,1993,,13,4250,15,0,37,32,5,6,46,447,1,529,65,105,2,4,33,5,635,0,413,13,1,,8144,132,693,763,1195,1,531,115
Slovenia,SVN,1994,,11,4335,14,0,38,39,3,6,40,440,1,566,58,112,1,3,30,5,641,1,440,14,1,1,8055,129,696,758,1190,1,547,117
Slovenia,SVN,1995,,10,4466,15,0,35,44,8,8,36,420,1,616,50,119,2,4,28,5,644,0,473,15,1,,7925,132,720,752,1189,1,567,120
Slovenia,SVN,1996,,11,4589,16,0,35,43,3,10,33,404,2,650,46,123,3,4,26,5,659,0,495,15,1,0,7881,131,728,749,1204,1,581,123
Slovenia,SVN,1997,,11,4749,15,0,34,47,3,12,31,390,2,700,44,133,1,5,27,4,669,0,537,15,1,0,7731,130,736,756,1220,1,592,125
Slovenia,SVN,1998,,11,4879,15,0,36,33,10,14,29,372,1,714,43,138,1,5,27,4,673,0,524,15,1,,7698,129,742,771,1245,1,605,128
Slovenia,SVN,1999,,10,4966,13,0,34,39,6,16,28,353,3,711,41,138,2,4,25,4,661,0,521,13,1,,7529,130,744,784,1271,1,617,130
Slovenia,SVN,2000,,11,4988,13,0,32,33,4,18,25,332,2,693,40,142,0,4,23,4,648,0,525,12,1,0,7260,133,714,784,1276,1,638,131
Slovenia,SVN,2001,,11,5188,14,0,33,27,8,20,25,329,2,682,38,146,1,5,25,4,658,0,550,12,1,,7307,143,719,814,1328,1,658,138
Slovenia,SVN,2002,,11,5172,14,0,32,35,4,21,23,305,1,672,36,141,0,5,23,4,631,0,538,10,1,,7058,144,687,785,1294,1,675,139
Slovenia,SVN,2003,,10,5301,14,0,31,35,3,22,23,298,0,671,36,135,1,5,30,3,638,0,529,11,1,,6987,148,677,799,1306,1,695,143
Slovenia,SVN,2004,,10,5384,13,0,28,41,2,23,21,283,2,664,36,131,2,4,25,2,602,0,501,10,1,,6981,160,635,762,1275,1,723,148
Slovenia,SVN,2005,,10,5311,12,0,26,29,3,23,21,262,1,626,37,128,1,4,23,2,559,0,442,9,1,,6840,172,594,708,1208,1,755,149
Slovenia,SVN,2006,,9,5485,12,0,27,26,1,25,21,261,2,601,34,129,2,4,23,2,565,0,394,9,0,,6780,186,577,717,1210,1,780,151
Slovenia,SVN,2007,,9,5634,13,0,27,27,4,27,21,247,2,572,32,133,10,4,22,2,537,0,353,8,1,,6812,194,565,712,1214,1,808,157
Slovenia,SVN,2008,,8,5688,13,0,26,20,5,29,21,223,2,557,31,143,1,4,21,2,503,0,325,7,0,,6682,188,554,688,1186,1,837,160
Slovenia,SVN,2009,,8,5747,13,0,25,20,2,28,19,196,1,559,31,151,4,4,21,2,479,0,306,6,0,,6748,197,548,663,1161,1,871,166
Slovenia,SVN,2010,,8,5867,12,0,24,17,1,27,17,179,1,558,31,163,7,5,21,2,466,0,302,6,0,,6799,205,548,648,1151,1,910,171
Slovenia,SVN,2011,,8,5861,12,0,23,22,2,26,16,164,1,573,30,174,0,5,19,2,452,0,304,6,0,,6855,214,549,621,1125,1,954,177
Slovenia,SVN,2012,,7,5997,12,0,23,20,2,27,15,158,1,593,26,187,1,5,18,2,455,0,313,6,0,,6961,226,555,619,1129,1,994,183
Slovenia,SVN,2013,,7,5989,12,0,22,23,5,26,14,147,1,594,27,198,3,5,15,1,446,0,311,6,0,,6912,229,549,586,1091,1,1034,185
Slovenia,SVN,2014,,6,5753,11,0,20,22,4,24,13,132,2,566,23,202,3,5,18,1,408,0,295,6,0,,6690,227,531,528,1007,1,1073,180
Slovenia,SVN,2015,,6,6051,12,0,21,19,3,26,13,139,2,601,21,218,1,6,14,1,433,0,315,6,0,,7047,242,566,541,1037,1,1130,190
Slovenia,SVN,2016,,6,6000,11,0,21,19,3,26,13,137,1,621,21,211,0,5,14,1,420,0,320,6,1,,7129,241,579,542,1047,1,1182,190
Slovenia,SVN,2017,,6,6128,11,0,21,19,2,27,13,137,1,649,18,211,0,6,14,2,421,0,333,6,1,,7388,248,603,552,1076,1,1237,196
Slovenia,SVN,2018,,6,6238,11,0,21,19,2,27,13,136,1,672,17,210,0,6,14,2,417,0,345,6,1,,7601,255,621,562,1101,1,1288,201
Slovenia,SVN,2019,,6,6336,11,0,20,19,2,28,13,136,1,693,15,209,0,6,14,2,410,0,357,6,1,,7797,261,639,569,1124,1,1337,206
Solomon Islands,SLB,1990,,23,224,12,69,60,28,4,1,40,83,43,447,144,5,0,310,2,36,71,0,114,7,35,,1004,67,187,71,109,18,8,8
Solomon Islands,SLB,1991,,23,234,13,70,62,29,5,2,40,86,45,459,148,5,0,310,2,36,74,0,122,7,36,,1042,70,193,73,112,17,8,9
Solomon Islands,SLB,1992,,23,242,13,76,64,29,6,2,40,89,46,468,151,5,0,308,2,36,78,0,130,7,35,,1075,74,198,75,115,16,9,9
Solomon Islands,SLB,1993,,23,251,13,82,67,31,7,2,40,91,47,476,154,5,4,304,2,35,81,0,138,7,35,,1108,78,204,76,117,15,9,9
Solomon Islands,SLB,1994,,23,260,14,84,69,32,9,2,40,94,48,485,157,5,0,300,2,35,84,0,147,7,35,,1142,83,209,78,120,14,9,10
Solomon Islands,SLB,1995,,23,269,14,91,71,33,10,2,40,96,49,490,159,5,0,295,2,34,87,0,157,8,34,,1174,88,213,80,123,14,10,10
